C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
3065|* kap02 Cet                        |PM*|03 21 06.8031794904 +03 40 32.241331308|7.42     |6.66     |5.69     |     ~   |     ~   |G9IIIBa0.2           |  72 |   0
3066|* tet01 Ser                        |PM*|18 56 13.1871962688 +04 12 12.982091004|     ~   |4.74     |4.57     |     ~   |     ~   |A5V                  | 132 |   0
3067|* j Cen                            |Be*|11 49 41.0673344112 -63 47 18.500667000|3.58     |4.160    |4.308    |     ~   |     ~   |B3V                  | 122 |   0
3068|HD 26326                           |Pu*|04 09 17.8360611792 -16 23 09.080258964|     ~   |5.286    |5.435    |     ~   |     ~   |B5IV                 |  86 |   0
3069|HD 41335                           |Be*|06 04 13.5003372120 -06 42 32.225392980|4.31     |5.14     |5.21     |5.13     |5.09     |B1V                  | 308 |   0
3070|* 47 Eri                           |LP?|04 34 11.6284570104 -08 13 52.865593248|     ~   |6.852    |5.188    |     ~   |     ~   |M0/1III              |  54 |   0
3071|V* GG Lup                          |SB*|15 18 56.3746551072 -40 47 17.596548564|     ~   |5.495    |5.604    |5.613    |     ~   |B7V                  | 140 |   0
3072|HD 43827                           |V* |06 17 41.7240354840 -16 48 57.271233024|     ~   |6.421    |5.148    |     ~   |     ~   |K1III                |  44 |   0
3073|* f Lup                            |V* |15 17 49.8375758654 -30 08 55.199278828|6.50     |5.43     |4.33     |3.52     |2.96     |K0IIIaCH-1           |  49 |   0
3074|* pi. Cen A                        |*  |11 21 00.404593 -54 29 27.68482        |     ~   |3.89     |4.08     |     ~   |     ~   |~                    |   3 |   0
3075|* 11 LMi                           |RS*|09 35 39.5021937366 +35 48 36.477051175|6.560    |6.110    |5.340    |4.79     |4.42     |G8Va                 | 390 |   0
3076|* 5 Vul                            |*  |19 26 13.2462108768 +20 05 51.844661412|     ~   |5.585    |5.591    |     ~   |     ~   |A0V                  |  87 |   0
3077|* gam Cen A                        |PM*|12 41 31.033757 -48 57 35.68434        |     ~   |2.84     |2.82     |     ~   |     ~   |A1IV                 |   2 |   0
3078|HD 102328                          |*  |11 46 55.6222860288 +55 37 41.480416020|     ~   |6.528    |5.254    |     ~   |     ~   |K2.5IIIbCN1          | 164 |   0
3079|* 125 Tau                          |SB*|05 39 44.2007942808 +25 53 49.540025004|4.33     |5.015    |5.166    |     ~   |     ~   |B3IV                 | 117 |   0
3080|HD 15755                           |SB*|02 32 52.6196598346 +34 32 32.581459846|     ~   |6.919    |5.826    |     ~   |     ~   |K0III                |  50 |   0
3081|* eta Col                          |*  |05 59 08.8050886417 -42 48 54.476316668|6.18     |5.10     |3.96     |3.14     |2.56     |G8/K1II              |  79 |   0
3082|HD 71377                           |PM*|08 26 41.9527264536 -12 32 04.574948568|     ~   |6.690    |5.520    |     ~   |     ~   |K1/2III              |  50 |   0
3083|HD 159501                          |PM*|17 33 07.2574258368 +41 14 36.422837952|     ~   |6.816    |5.726    |     ~   |     ~   |K1III:               |  53 |   0
3084|* omi Cas                          |Be*|00 44 43.5186007265 +48 17 03.731037403|3.91     |4.44     |4.50     |4.45     |4.50     |B5IIIe               | 287 |   0
3085|* 50 Aqr                           |PM*|22 24 27.0599050724 -13 31 45.731214905|     ~   |6.717    |5.752    |     ~   |     ~   |G7.5III              |  49 |   0
3086|HD 68601                           |*  |08 11 25.8929758631 -42 59 14.200520534|5.00     |4.93     |4.75     |4.51     |4.29     |A5Ib                 |  56 |   0
3087|* 86 UMa                           |Pu*|13 53 51.0140209224 +53 43 43.235077944|     ~   |5.658    |5.695    |     ~   |     ~   |A0V                  |  62 |   0
3088|* omi Dra                          |RS*|18 51 12.0943444536 +59 23 18.060530136|     ~   |5.798    |4.636    |     ~   |     ~   |G9IIIFe-0.5          | 220 |   0
3089|* kap Crt                          |PM*|11 27 09.5156860416 -12 21 24.296405220|     ~   |6.395    |5.923    |     ~   |     ~   |F5/6III              |  51 |   0
3090|* del Mic                          |HB*|21 06 01.1380301064 -30 07 30.523215864|     ~   |6.739    |5.687    |     ~   |     ~   |K0/1III              |  32 |   0
3091|HD 176318                          |SB*|18 58 01.8981886272 +38 15 58.279524552|     ~   |5.787    |5.883    |     ~   |     ~   |B7IV                 |  95 |   0
3092|HD 84816                           |*  |09 46 30.3704433024 -44 45 18.215913204|4.66     |5.385    |5.550    |     ~   |     ~   |B2V                  |  62 |   0
3093|* del01 Gru                        |*  |22 29 16.1739539632 -43 29 44.021743519|5.80     |5.00     |3.97     |3.22     |2.71     |G6/8III              |  85 |   0
3094|* 40 LMi                           |PM*|10 43 01.8824111712 +26 19 32.028671352|     ~   |5.682    |5.506    |     ~   |     ~   |A4Vn                 |  74 |   0
3095|* 100 Her A                        |** |18 07 49.5667844616 +26 06 04.541919552|     ~   |5.966    |5.819    |     ~   |     ~   |A3V                  |  68 |   0
3096|* f Vel                            |SB*|08 50 33.4606230120 -46 31 45.075306720|3.92     |4.90     |5.11     |5.20     |5.36     |B1Ib                 | 164 |   0
3097|* gam01 Ari                        |PM*|01 53 31.8192032943 +19 17 45.430793660|     ~   |4.558    |4.589    |6.71     |     ~   |A0Vnp_lB             |  82 |   0
3098|* tet Oph                          |bC*|17 22 00.5793468 -24 59 58.366974      |2.18     |3.03     |3.26     |3.38     |3.58     |OB                   | 344 |   0
3099|HD 182477                          |PM*|19 25 21.5949087120 -13 53 49.623299736|     ~   |7.092    |5.710    |     ~   |     ~   |K2III                |  21 |   0
3100|* 34 Cet                           |PM*|01 11 43.5081366480 -02 15 03.880880496|     ~   |7.345    |5.918    |     ~   |     ~   |K3III                |  36 |   0
3101|* psi02 Psc                        |** |01 07 57.1639790784 +20 44 20.650382592|     ~   |5.685    |5.563    |     ~   |     ~   |A3V                  |  76 |   0
3102|* tau Peg                          |dS*|23 20 38.2462291728 +23 44 25.278232056|     ~   |4.745    |4.580    |     ~   |     ~   |A5Vp_lB              | 187 |   0
3103|HD 212988                          |PM*|22 27 46.2548811960 +31 50 24.166275720|     ~   |7.432    |5.986    |     ~   |     ~   |K2                   |  20 |   0
3104|* g Car                            |V* |09 16 12.0725713844 -57 32 29.296098008|     ~   |5.941    |4.318    |     ~   |     ~   |M0.5IIIa             |  42 |   0
3105|HD 85709                           |V* |09 53 42.9242367432 +05 57 30.874219488|9.55     |7.61     |5.95     |     ~   |     ~   |M2III                |  32 |   0
3106|HD 122365                          |*  |14 01 20.4264941184 +08 53 41.617038696|     ~   |6.058    |5.973    |     ~   |     ~   |A2V                  |  37 |   0
3107|* gam PsA                          |*  |22 52 31.5301572432 -32 52 31.657761516|4.28     |4.46     |4.51     |     ~   |     ~   |A0VpSrCrEu           |  73 |   0
3108|* alf UMa A                        |PM*|11 03 43.668632 +61 45 03.72003        |     ~   |3.01     |1.87     |     ~   |     ~   |G9III                |  11 |   0
3109|* gam Cap                          |a2*|21 40 05.4454210419 -16 39 44.536313677|4.19     |3.98     |3.67     |3.47     |3.34     |kF0hF1VmF2           | 198 |   0
3110|HD 62781                           |PM*|07 44 09.6862989024 -36 03 45.019095156|     ~   |6.097    |5.784    |     ~   |     ~   |F0IV                 |  39 |   0
3111|* nu. Ind                          |** |22 24 36.8853892493 -72 15 19.488237466|     ~   |5.94     |5.29     |     ~   |     ~   |G9VFe-3.1CH-1.5      | 282 |   0
3112|HD 77601                           |*  |09 05 24.0948595656 +48 31 49.136043828|     ~   |6.40     |5.95     |     ~   |     ~   |F6IIIn               |  43 |   0
3113|* ups Her                          |PM*|16 02 47.8978183032 +46 02 12.133917132|4.33     |4.616    |4.709    |     ~   |     ~   |B9.5III              | 245 |   0
3114|* 4 Cap                            |HB*|20 18 01.3969066824 -21 48 35.850152772|     ~   |6.856    |5.851    |     ~   |     ~   |G8III                |  40 |   0
3115|HD 20313                           |dS*|03 07 32.1623992992 -78 59 21.237885456|     ~   |5.952    |5.667    |     ~   |     ~   |F0III                |  61 |   0
3116|* 20 CVn                           |dS*|13 17 32.5411518092 +40 34 21.384382657|     ~   |5.010    |4.698    |     ~   |     ~   |A9IImF2              | 246 |   0
3117|HD 218434                          |** |23 08 21.0587090376 -28 49 25.323026880|     ~   |6.48     |5.60     |     ~   |     ~   |G8III                |  18 |   0
3118|* 81 Leo                           |PM*|11 25 36.3727820736 +16 27 23.532637608|     ~   |5.939    |5.572    |10.0     |     ~   |F2V                  |  81 |   0
3119|* 23 Oph                           |*  |16 54 35.6940620640 -06 09 14.331443508|     ~   |6.329    |5.230    |     ~   |     ~   |K1IICNIII            |  80 |   0
3120|* 41 Tau                           |a2*|04 06 36.4125948768 +27 35 59.640149616|     ~   |5.041    |5.172    |     ~   |     ~   |Ap                   | 244 |   0
3121|HD 216595                          |*  |22 53 03.7845125472 +60 06 03.711574080|     ~   |7.716    |5.984    |     ~   |     ~   |K2V:                 |  22 |   0
3122|* f Eri                            |** |03 48 35.87724 -37 37 12.5415          |4.22     |4.26     |4.27     |     ~   |     ~   |~                    |  43 |   0
3123|* eta Leo                          |sg*|10 07 19.9523915176 +16 45 45.587968398|3.17     |3.39     |3.41     |3.32     |3.35     |A0Ib                 | 347 |   0
3124|HD 166640                          |*  |18 09 59.0018322792 +36 27 58.543211952|     ~   |6.491    |5.568    |     ~   |     ~   |G8III                |  44 |   0
3125|* 16 Tau                           |V* |03 44 48.2149362048 +24 17 22.083331452|5.09     |5.42     |5.46     |5.42     |5.47     |B7V                  | 265 |   0
3126|HD 75605                           |V* |08 49 51.4935749448 -32 46 49.933250328|     ~   |6.059    |5.194    |     ~   |     ~   |G8III                |  47 |   0
3127|* 30 Psc                           |LP?|00 01 57.6194717328 -06 00 50.654004048|7.88     |6.04     |4.41     |2.85     |1.44     |M3III                | 148 |   0
3128|HD 18700                           |PM*|03 00 44.1410237616 +10 52 13.410353388|     ~   |7.541    |5.931    |     ~   |     ~   |K6                   |  25 |   0
3129|* alf Her B                        |SB*|17 14 39.1724224693 +14 23 24.008038035|     ~   |6.030    |5.322    |     ~   |     ~   |G5III+F2V:           | 137 |   0
3130|HD 151967                          |PM*|16 54 00.3605199960 -57 54 34.241526180|     ~   |7.483    |5.905    |     ~   |     ~   |M1III                |  25 |   0
3131|HD 128207                          |Pu*|14 36 44.1322515504 -40 12 41.696287632|     ~   |5.624    |5.736    |     ~   |     ~   |B8V                  |  59 |   0
3132|HD 57478                           |*  |07 20 58.2849964992 -14 21 37.764717732|     ~   |6.544    |5.584    |     ~   |     ~   |G8/K0III             |  33 |   0
3133|* ups Oph                          |SB*|16 27 48.1733121458 -08 22 18.415622756|     ~   |4.80     |4.63     |     ~   |     ~   |kA2hA5VmA5           | 143 |   0
3134|* 2 Aur                            |RG*|04 52 37.9803457176 +36 42 11.477114460|     ~   |6.164    |4.779    |     ~   |     ~   |K3-IIIBa0.4          | 151 |   0
3135|HD 85206                           |PM*|09 49 28.0836714648 -37 11 12.351328764|     ~   |7.168    |5.946    |     ~   |     ~   |K2III                |  20 |   0
3136|HD 126983                          |SB*|14 30 20.9429507016 -49 31 08.533544160|     ~   |5.423    |5.376    |     ~   |     ~   |A2Vs+A2Vs            |  57 |   0
3137|HD 111270                          |*  |12 47 18.9504873960 +62 46 52.151402820|6.190    |6.090    |5.890    |     ~   |     ~   |A9V                  |  43 |   0
3138|* 9 Her                            |*  |16 13 15.4290154440 +05 01 15.928474548|     ~   |6.927    |5.453    |     ~   |     ~   |K5III                |  59 |   0
3139|* kap Lib                          |PM*|15 41 56.7924203448 -19 40 43.654786104|8.24     |6.30     |4.72     |3.44     |2.50     |M0-IIIb              |  84 |   0
3140|HD 74371                           |s*b|08 41 56.9097314184 -45 24 38.562399648|4.94     |5.378    |5.227    |6.75     |     ~   |B6Iab/b              |  96 |   0
3141|* tau Lib                          |SB*|15 38 39.3694957 -29 46 39.895604      |     ~   |3.481    |3.642    |     ~   |     ~   |B2.5V                | 165 |   0
3142|* kap Gem                          |** |07 44 26.8438122013 +24 23 52.787290890|5.19     |4.49     |3.57     |2.86     |2.41     |G8III-IIIb           | 306 |   0
3143|HD 39937                           |PM*|05 52 20.2014186048 -57 09 22.281455484|     ~   |6.582    |5.948    |     ~   |     ~   |F7IV                 |  54 |   0
3144|HD 146836                          |PM*|16 19 32.7382799688 -30 54 24.160713048|     ~   |5.949    |5.502    |     ~   |     ~   |F5IV                 |  72 |   0
3145|HD 56031                           |V* |07 15 39.4294450080 +07 58 39.877367628|9.13     |7.42     |5.82     |     ~   |     ~   |M4III                |  42 |   0
3146|HD 161840                          |*  |17 49 10.4772059568 -31 42 11.542634590|     ~   |4.753    |4.797    |     ~   |     ~   |B8Ib/II              |  63 |   0
3147|* 78 Her                           |*  |17 31 49.5792411960 +28 24 27.001810620|5.620    |5.650    |5.650    |     ~   |5.64     |A1V                  |  52 |   0
3148|* gam Hyi                          |PM*|03 47 14.3406632728 -74 14 20.266351287|6.87     |4.88     |3.26     |1.92     |0.82     |M1III                |  93 |   0
3149|* 18 Vul                           |SB*|20 10 33.5371935792 +26 54 15.004673208|     ~   |5.586    |5.507    |     ~   |     ~   |A3III                |  86 |   0
3150|* 28 And                           |dS*|00 30 07.3651144632 +29 45 05.608065024|     ~   |5.467    |5.214    |     ~   |     ~   |A7III                | 216 |   0
3151|V* S CrB                           |Mi*|15 21 23.9553294936 +31 22 02.584877304|7.51     |7.15     |5.80     |8.12     |     ~   |M6.5-8e              | 356 |   0
3152|HD 55730                           |PM*|07 14 32.6208643272 +12 06 56.966505516|     ~   |6.716    |5.702    |     ~   |     ~   |G6III                |  41 |   0
3153|* 3 Gem                            |s*b|06 09 43.9852949424 +23 06 48.472220448|5.33     |5.96     |5.75     |     ~   |     ~   |B2.5Ib               | 231 |   0
3154|HD 32356                           |PM*|05 06 29.7099857640 +61 10 11.099528580|     ~   |7.377    |5.994    |     ~   |     ~   |K5II                 |  34 |   0
3155|* sig Cap                          |*  |20 19 23.6042841528 -19 07 06.691381572|     ~   |6.665    |5.265    |     ~   |     ~   |K2III                |  39 |   0
3156|HD 36040                           |*  |05 30 48.6511497192 +41 27 43.171958808|     ~   |7.118    |5.991    |     ~   |     ~   |K0.5IIIbCN0.5        |  37 |   0
3157|HD 178175                          |Be*|19 08 16.7018664360 -19 17 25.037957508|4.79     |5.43     |5.49     |5.50     |5.51     |B2Ve                 | 145 |   0
3158|* tet TrA                          |*  |16 35 44.8210485504 -65 29 43.438646400|     ~   |6.450    |5.500    |     ~   |     ~   |G8/K0III             |  31 |   0
3159|HD 942                             |PM*|00 13 42.2441779080 -26 01 20.464886712|     ~   |7.476    |5.937    |     ~   |     ~   |K5III                |  18 |   0
3160|* gam Lup                          |** |15 35 08.44835 -41 10 00.3247          |1.76     |2.586    |2.765    |     ~   |     ~   |B2IV                 | 185 |   0
3161|* chi Oct                          |PM*|18 54 47.1406201872 -87 36 21.035930076|     ~   |6.585    |5.278    |     ~   |     ~   |K3III                |  48 |   0
3162|HD 82514                           |PM*|09 31 33.0457345416 -35 42 53.097373728|     ~   |7.16     |5.87     |     ~   |     ~   |K3III                |  33 |   0
3163|* del Dra                          |PM*|19 12 33.3013729052 +67 39 41.539165396|4.85     |4.07     |3.07     |2.37     |1.86     |G9III                | 291 |   0
3164|BD+09 2882A                        |PM*|14 23 22.6954782600 +08 26 47.826605184|     ~   |5.027    |5.037    |     ~   |     ~   |A0V                  |  24 |   0
3165|M 31                               |AGN|00 42 44.330 +41 16 07.50              |4.86     |4.36     |3.44     |     ~   |     ~   |~                    |13237|   1
3166|HD 184985                          |PM*|19 37 34.4135659464 -14 18 06.478148448|     ~   |5.938    |5.451    |     ~   |     ~   |F7V                  | 108 |   0
3167|* 15 Boo                           |PM*|14 14 50.8487473560 +10 06 02.196736560|     ~   |6.37     |5.32     |6.59     |     ~   |K1III                | 111 |   0
3168|* zet Her                          |SB*|16 41 17.16104 +31 36 09.7873          |3.640    |3.430    |2.800    |2.31     |1.99     |G0IV                 | 554 |   0
3169|HD 31414                           |RG*|04 55 06.8242387728 -16 44 26.398748436|     ~   |6.635    |5.688    |     ~   |     ~   |G8/K0III             |  33 |   0
3170|* pi. PsA                          |Ce*|23 03 29.8154580840 -34 44 57.895528308|     ~   |5.402    |5.124    |     ~   |     ~   |F1VFe-0.8            | 114 |   1
3171|* g Aql                            |** |19 02 54.5010526943 -03 41 56.288077922|     ~   |5.39     |5.40     |     ~   |     ~   |B9IV                 |  54 |   0
3172|* ups Aqr                          |PM*|22 34 41.6357860992 -20 42 29.576916972|     ~   |5.637    |5.203    |     ~   |     ~   |F7V                  | 138 |   0
3173|* 66 UMa                           |*  |11 55 58.4171473200 +56 35 54.807896544|     ~   |6.928    |5.824    |     ~   |     ~   |K1III                |  65 |   0
3174|* 56 Per                           |** |04 24 37.4582741880 +33 57 35.290536300|     ~   |6.181    |5.795    |6.90     |     ~   |F4IV-V+DA            |  60 |   0
3175|HD 3856                            |*  |00 42 03.4206195912 +66 08 51.335930688|     ~   |6.866    |5.821    |     ~   |     ~   |G9III-IV             |  51 |   0
3176|HD 141675                          |*  |15 47 37.9269361488 +55 22 35.852118600|     ~   |6.122    |5.878    |     ~   |     ~   |A3m                  |  77 |   0
3177|HD 219402                          |*  |23 15 34.2574251888 -03 29 46.962267252|     ~   |5.61     |5.55     |     ~   |5.49     |A2V                  |  45 |   0
3178|* eps Gem                          |V* |06 43 55.9271511904 +25 07 52.057892524|5.85     |4.39     |2.98     |2.01     |1.40     |G8Ib                 | 403 |   0
3179|* bet Cam                          |*  |05 03 25.0910670105 +60 26 32.083933247|5.57     |4.95     |4.02     |3.33     |2.86     |G1Ib                 | 185 |   0
3180|V* HZ Lup                          |a2*|15 06 33.1978166352 -30 55 06.533677056|     ~   |5.893    |5.977    |     ~   |     ~   |ApSi                 | 110 |   0
3181|HD 21551                           |Pu*|03 30 36.9521337744 +48 06 12.973490460|5.46     |5.78     |5.82     |     ~   |     ~   |B8V                  | 134 |   0
3182|HD 161193                          |*  |17 41 21.7973360928 +51 49 05.332414260|     ~   |7.062    |5.994    |     ~   |     ~   |K0III:               |  26 |   0
3183|* 87 Gem                           |*  |06 51 59.9861723112 +23 36 06.199162452|     ~   |7.142    |5.671    |     ~   |     ~   |K5III                |  50 |   0
3184|V* LS CMa                          |EB*|07 01 05.9462635320 -25 12 56.281710060|     ~   |5.471    |5.635    |     ~   |     ~   |B2/3III/IV           |  59 |   0
3185|* 94 Cet                           |PM*|03 12 46.4365677072 -01 11 45.955808988|     ~   |5.631    |5.070    |     ~   |     ~   |F8.5V                | 469 |   1
3186|* iot Cap                          |BY*|21 22 14.7959829093 -16 50 04.358014058|5.74     |5.18     |4.27     |3.65     |3.17     |G7IIIFe-1.5          | 199 |   0
3187|HD 53329                           |PM*|07 06 11.5917643416 +34 28 26.284245888|     ~   |6.456    |5.551    |     ~   |     ~   |G8IV                 |  58 |   0
3188|HD 27971                           |PM*|04 26 06.3110998032 +31 26 20.069496492|     ~   |6.270    |5.284    |     ~   |     ~   |K0III                |  73 |   0
3189|* ksi Sco A                        |PM*|16 04 22.1553895728 -11 22 23.546657748|     ~   |5.64     |5.16     |     ~   |     ~   |F4(V)                | 104 |   0
3190|* 42 Cas                           |EB*|01 42 55.8632768160 +70 37 21.092102580|     ~   |5.143    |5.174    |     ~   |     ~   |B9V                  |  52 |   0
3191|* 50 Her                           |V* |16 50 38.9584958016 +29 48 23.542880076|9.24     |7.32     |5.72     |     ~   |     ~   |M1III                |  49 |   0
3192|HD 93563                           |Be*|10 46 57.4734035534 -56 45 25.890897908|4.82     |5.15     |5.23     |     ~   |     ~   |B5III                |  78 |   0
3193|V* V1334 Cyg                       |cC*|21 19 22.1791528656 +38 14 14.868825648|     ~   |6.364    |5.882    |     ~   |     ~   |F1II+B7.0V           | 205 |   0
3194|HD 171819                          |*  |18 39 14.2928901504 -47 54 35.152000560|     ~   |6.058    |5.840    |     ~   |     ~   |A7IV/V               |  34 |   0
3195|* iot Hya                          |PM*|09 39 51.3614722468 -01 08 34.118633450|6.68     |5.23     |3.91     |2.92     |2.25     |K2.5III              | 188 |   0
3196|* pi. Cap                          |SB*|20 27 19.2018649104 -18 12 42.098429628|     ~   |5.06     |5.14     |     ~   |     ~   |B3/5V                |  58 |   0
3197|HD 83979                           |*  |09 33 53.3753648154 -80 56 28.528679937|4.4      |4.919    |5.059    |     ~   |     ~   |B4IV                 |  64 |   0
3198|HD 49662A                          |*  |06 48 57.737681 -15 08 41.01679        |     ~   |5.48     |5.59     |     ~   |     ~   |~                    |   0 |   0
3199|* b Per                            |SB*|04 18 14.6214589094 +50 17 43.775037161|     ~   |4.639    |4.594    |     ~   |4.44     |A1III                | 161 |   0
3200|* iot01 Mus                        |PM*|13 25 07.1188965432 -74 53 16.150139880|     ~   |6.147    |5.040    |     ~   |     ~   |K0III                |  33 |   0
3201|HD 220790                          |HB*|23 27 14.9927333112 -58 28 33.990846708|     ~   |6.619    |5.636    |     ~   |     ~   |G8III                |  31 |   0
3202|HD 199612                          |SB*|20 56 25.8955286856 +49 11 44.992296924|     ~   |6.963    |5.913    |     ~   |     ~   |G8II-III             |  40 |   0
3203|HD 200751                          |*  |21 08 32.6953622856 -63 55 41.734434612|     ~   |6.939    |5.750    |     ~   |     ~   |K0III                |  16 |   0
3204|NGC 104                            |GlC|00 24 05.359 -72 04 53.20              |     ~   |     ~   |4.09     |     ~   |     ~   |~                    |4072 |   0
3205|* tau Aql                          |*  |20 04 08.3148798000 +07 16 40.671795252|     ~   |6.564    |5.508    |     ~   |     ~   |K0III                |  63 |   0
3206|HD 6960                            |V* |01 11 25.5710702328 +64 12 09.640350540|     ~   |5.488    |5.548    |     ~   |     ~   |B9.5V                |  57 |   0
3207|* 8 Lep                            |SB*|05 23 30.1560451200 -13 55 38.470509624|     ~   |5.026    |5.229    |     ~   |     ~   |B2IV                 |  86 |   0
3208|* eps Cyg                          |** |20 46 12.6722768426 +33 58 13.182037125|4.370    |3.520    |2.480    |1.73     |1.19     |K0III                | 516 |   0
3209|* tau01 Aqr                        |*  |22 47 42.7694661672 -14 03 23.141291904|     ~   |5.650    |5.681    |     ~   |5.67     |B9V                  |  65 |   0
3210|HD 96113                           |PM*|11 04 31.2009005688 -47 40 44.775617952|     ~   |5.909    |5.668    |     ~   |     ~   |A8III/IV             |  32 |   0
3211|* lam02 Phe                        |PM*|00 35 41.1754684944 -48 00 03.264963408|     ~   |5.948    |5.510    |     ~   |     ~   |F5V+                 |  74 |   0
3212|* 109 Vir                          |PM*|14 46 14.9234473441 +01 53 34.381780831|3.69     |3.72     |3.73     |3.66     |3.68     |A0IIInn              | 341 |   0
3213|* kap Hya                          |V* |09 40 18.3631874929 -14 19 56.239612796|     ~   |4.909    |5.052    |     ~   |     ~   |B3/5IV/V             | 164 |   0
3214|* eps02 Lyr B                      |PM*|18 44 22.9834616736 +39 36 46.061180640|     ~   |5.58     |5.35     |     ~   |     ~   |A7Vn                 |  49 |   0
3215|HD 136672                          |PM*|15 26 14.7238174992 -68 18 32.999797764|     ~   |6.896    |5.892    |     ~   |     ~   |G8/K0III             |  20 |   0
3216|* phi UMa                          |** |09 52 06.35437 +54 03 51.5962          |     ~   |4.602    |4.557    |     ~   |     ~   |A3IV                 | 157 |   0
3217|* rho Oct                          |PM*|15 43 16.9283472840 -84 27 54.988795584|     ~   |5.676    |5.568    |5.76     |     ~   |A1/2V                |  44 |   0
3218|* 57 UMa                           |** |11 29 04.12195 +39 20 13.1119          |     ~   |5.373    |5.354    |     ~   |     ~   |A2V                  |  45 |   0
3219|* 6 CVn                            |PM*|12 25 50.9385584448 +39 01 07.016331180|     ~   |5.95     |5.01     |     ~   |     ~   |G9III                | 148 |   0
3220|* omi01 Cen                        |LP*|11 31 46.0686288120 -59 26 31.418490516|     ~   |6.134    |5.097    |4.31     |3.64     |G3_0-Ia              |  80 |   0
3221|* 46 Cen                           |a2*|11 07 16.6899055992 -42 38 19.247612928|     ~   |5.25     |5.24     |     ~   |     ~   |ApSrCrEu             |  72 |   0
3222|HD 43940                           |** |06 17 09.5630669904 -37 15 12.789463932|     ~   |6.016    |5.872    |     ~   |     ~   |A2Vn                 |  50 |   0
3223|HD 14214                           |SB*|02 18 01.4433164917 +01 45 28.123488501|     ~   |6.18     |5.59     |5.2      |     ~   |G1V                  | 192 |   0
3224|* tau Scl A                        |PM*|01 36 08.5069514576 -29 54 26.291035194|     ~   |6.25     |5.93     |     ~   |     ~   |~                    |   3 |   0
3225|* psi04 Aur                        |PM*|06 43 04.9720763016 +44 31 28.018081668|8.33     |6.50     |5.02     |     ~   |     ~   |K5III                | 106 |   0
3226|HD 37756                           |SB*|05 40 50.7155671106 -01 07 43.635084978|3.91     |4.74     |4.95     |     ~   |     ~   |B3V                  | 145 |   0
3227|* x Vel                            |*  |10 39 18.3925392553 -55 36 11.764722297|     ~   |5.280    |4.267    |     ~   |     ~   |G5IIa                |  72 |   0
3228|* ksi Cap                          |Pe*|20 12 25.8705704904 -12 37 02.991099360|     ~   |6.33     |5.85     |     ~   |     ~   |F7VFe-0.5            | 104 |   0
3229|HD 23838                           |SB*|03 50 04.4251512960 +44 58 04.328639760|     ~   |6.417    |5.657    |     ~   |     ~   |G7III+F0IV:          |  70 |   0
3230|* g Vel                            |*  |08 49 47.6382779760 -45 18 28.346215644|     ~   |4.972    |4.935    |     ~   |     ~   |A2III                |  37 |   0
3231|* G CMi                            |PM*|08 02 15.9369212008 +02 20 04.458846354|6.91     |5.63     |4.38     |3.39     |2.72     |K2IIIbFe-0.5:        | 200 |   1
3232|* tau03 Eri                        |PM*|03 02 23.4993592222 -23 37 28.098204536|4.33     |4.25     |4.09     |3.96     |3.87     |A3IV-V               | 165 |   0
3233|* bet Hya B                        |PM*|11 52 54.545946 -33 54 28.71252        |     ~   |5.45     |5.47     |     ~   |     ~   |~                    |   0 |   0
3234|HD 193472                          |*  |20 20 00.1886565264 +13 32 53.118564252|     ~   |6.251    |5.938    |     ~   |     ~   |A5m                  |  62 |   0
3235|HD 74794                           |PM*|08 46 02.4758337192 -02 02 55.160895156|     ~   |6.788    |5.685    |     ~   |     ~   |K1III                |  41 |   0
3236|* 1 Ari                            |** |01 50 08.56984 +22 16 31.2100          |7.10     |6.60     |5.86     |     ~   |     ~   |G3III+A3IV           |  44 |   0
3237|HD 21856                           |Pu*|03 32 40.0150232424 +35 27 42.207495156|4.96     |5.807    |5.900    |     ~   |     ~   |B1V                  | 189 |   0
3238|HD 158974                          |*  |17 30 55.3731412536 +31 09 29.298907908|     ~   |6.595    |5.633    |     ~   |     ~   |G8III                |  54 |   0
3239|* 33 Boo                           |PM*|14 38 50.2253006928 +44 24 16.208098092|     ~   |5.412    |5.387    |     ~   |     ~   |A1V                  |  75 |   0
3240|* gam03 Oct                        |*  |00 10 02.1724904616 -82 13 26.569490088|     ~   |6.329    |5.283    |     ~   |     ~   |K1/2III              |  29 |   0
3241|HD 22780                           |Be*|03 41 07.8571995216 +37 34 48.707896728|5.09     |5.50     |5.57     |     ~   |     ~   |B7Vn                 |  99 |   0
3242|* kap Peg                          |** |21 44 38.73522 +25 38 42.1359          |     ~   |4.553    |4.135    |     ~   |     ~   |F5V                  | 248 |   1
3243|HD 95314                           |*  |11 00 11.6928209664 -14 05 00.129016680|     ~   |7.371    |5.857    |     ~   |     ~   |K5III                |  33 |   0
3244|* chi Vir                          |** |12 39 14.7669620640 -07 59 44.033845848|     ~   |5.886    |4.643    |6.45     |     ~   |K2+IIICN0.5          | 157 |   1
