C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
4112|* gam Gem                          |SB*|06 37 42.71050 +16 23 57.4095          |1.98     |1.92     |1.92     |1.86     |1.87     |A1.5IV+              | 517 |   1
4113|* 75 Cnc                           |SB*|09 08 47.3310550733 +26 37 44.817238087|     ~   |6.62     |5.95     |5.5      |     ~   |G5IV-V               | 143 |   0
4114|* ksi Eri                          |PM*|04 23 40.8520351224 -03 44 43.685041272|     ~   |5.236    |5.165    |     ~   |     ~   |A1V                  |  96 |   0
4115|* 53 Cas                           |s*b|02 03 00.1876117560 +64 23 24.064866924|5.69     |5.930    |5.614    |     ~   |     ~   |B8Ib                 | 116 |   0
4116|* iot PsA                          |SB*|21 44 56.8096691227 -33 01 32.814560067|4.18     |4.29     |4.34     |4.35     |4.38     |A0IV                 |  96 |   0
4117|HD 171623                          |** |18 35 12.5919974496 +18 12 12.293953884|5.670    |5.780    |5.790    |     ~   |     ~   |A0Vn                 |  53 |   0
4118|* bet Cen B                        |*  |14 03 49.309880 -60 22 23.45882        |     ~   |     ~   |3.95     |     ~   |     ~   |~                    |   0 |   0
4119|* 55 Peg                           |V* |23 07 00.2607332832 +09 24 34.173822996|8.020    |6.080    |4.520    |3.25     |2.23     |M1IIIab              | 146 |   0
4120|* k Her                            |PM*|16 50 19.3808071944 +07 14 51.660783060|     ~   |5.579    |5.469    |     ~   |     ~   |A3m                  |  69 |   0
4121|* 18 Tau                           |PM*|03 45 09.7401340368 +24 50 21.343198416|5.21     |5.57     |5.64     |5.61     |5.68     |B8V                  | 285 |   0
4122|* bet Lyr                          |SB*|18 50 04.7951442356 +33 21 45.600371200|2.85     |3.42     |3.42     |3.31     |3.29     |B8.5Ib-II            | 941 |   0
4123|HD 198716                          |PM*|20 53 40.1853821520 -39 48 35.509256172|     ~   |6.650    |5.334    |     ~   |     ~   |K2III                |  23 |   0
4124|* 29 Cap                           |V* |21 15 44.8423435152 -15 10 17.404817304|     ~   |6.894    |5.317    |     ~   |     ~   |M2III                |  39 |   0
4125|* eta Pav                          |PM*|17 45 43.9875971845 -64 43 25.937272871|     ~   |4.769    |3.581    |     ~   |     ~   |K2II                 |  51 |   0
4126|* gam CrA                          |** |19 06 25.11014 -37 03 48.3901          |4.75     |4.73     |4.21     |     ~   |     ~   |F8V+F8V              |  57 |   0
4127|* 41 LMi                           |PM*|10 43 24.9570065966 +23 11 18.251765975|     ~   |5.108    |5.070    |     ~   |     ~   |A3Vn                 |  69 |   0
4128|HD 103961                          |V* |11 58 15.2248428408 -56 19 02.323327728|     ~   |5.360    |5.436    |     ~   |     ~   |B8III                |  41 |   0
4129|* bet PsA                          |PM*|22 31 30.3305233469 -32 20 45.871070532|4.32     |4.30     |4.29     |4.27     |4.25     |A1Va                 |  98 |   0
4130|* 65 And                           |*  |02 25 37.4229761208 +50 16 43.063334724|     ~   |6.249    |4.710    |     ~   |     ~   |K4.5III              |  93 |   0
4131|* 74 Her                           |PM*|17 20 21.1210849968 +46 14 26.803184316|9.02     |7.16     |5.59     |     ~   |     ~   |M0III                |  48 |   0
4132|HD 116713                          |Pe*|13 26 07.8002651304 -39 45 18.308993400|7.31     |6.29     |5.09     |     ~   |     ~   |K0.5IIIbBa3          | 141 |   0
4133|* gam Ser                          |PM*|15 56 27.1826577018 +15 39 41.809580382|4.31     |4.34     |3.84     |3.37     |3.13     |F6V                  | 575 |   0
4134|* e Oph                            |PM*|17 18 36.9902276784 +10 51 52.111241856|     ~   |6.550    |5.020    |     ~   |     ~   |K4II-III             |  76 |   0
4135|* ups And                          |PM*|01 36 47.8415443907 +41 24 19.651368029|4.70     |4.64     |4.10     |3.64     |3.35     |F9V                  | 993 |   1
4136|* phi Psc                          |SB*|01 13 44.9460564960 +24 35 01.311416628|6.57     |5.69     |4.66     |3.91     |3.39     |K0III                | 104 |   0
4137|HD 217703                          |PM*|23 02 44.2505067936 -20 52 14.562297516|     ~   |6.946    |5.976    |     ~   |     ~   |K0III                |  27 |   0
4138|HD 128000                          |*  |14 32 30.9293109864 +55 23 52.781262432|     ~   |7.244    |5.718    |     ~   |     ~   |K5III                |  43 |   0
4139|* 3 Cam                            |SB*|04 39 54.6810448896 +53 04 46.327454940|     ~   |6.158    |5.073    |     ~   |     ~   |G9III                | 101 |   0
4140|* tau01 Hya                        |SB*|09 29 08.9313661104 -02 46 08.182035516|     ~   |5.06     |4.60     |     ~   |     ~   |F5V                  | 197 |   0
4141|* sig Aur                          |*  |05 24 39.1414789752 +37 23 07.256761044|     ~   |6.435    |4.996    |     ~   |     ~   |K3IIICN+2            |  66 |   0
4142|* gam Cha                          |V* |10 35 28.1055499388 -78 36 28.038741243|7.65     |5.70     |4.12     |2.86     |1.88     |K4III                |  83 |   0
4143|* 41 Gem                           |s*r|07 00 15.8233724160 +16 04 44.385187008|9.09     |7.32     |5.69     |4.44     |3.59     |K3-Ib                | 107 |   0
4144|* n Cen                            |PM*|12 53 26.1917026990 -40 10 44.088744732|4.60     |4.48     |4.27     |4.07     |3.93     |A4IV                 |  97 |   0
4145|* alf01 Lib                        |SB*|14 50 41.1718805688 -15 59 49.957540152|5.53     |5.57     |5.16     |4.78     |4.59     |F3V                  | 209 |   0
4146|* 13 Tau                           |Be*|03 42 18.9476782488 +19 42 00.918475956|5.41     |5.68     |5.69     |     ~   |     ~   |B7Ve                 | 106 |   0
4147|* 14 Tri                           |SB*|02 32 06.1697711376 +36 08 50.181275364|     ~   |6.627    |5.144    |     ~   |     ~   |K5III                |  87 |   0
4148|* zet02 Lyr                        |*  |18 44 48.1991867472 +37 35 40.558542576|     ~   |5.871    |5.585    |     ~   |     ~   |F1Vnn                |  73 |   0
4149|* ome02 Tau                        |PM*|04 17 15.6611264832 +20 34 42.950566164|     ~   |5.170    |4.914    |     ~   |     ~   |A3m                  | 126 |   0
4150|HD 213930                          |PM*|22 33 40.6494305424 +56 37 29.055508932|     ~   |6.686    |5.720    |     ~   |     ~   |K0III                |  59 |   0
4151|HD 3158                            |PM*|00 34 27.8315994480 -52 22 23.129463108|     ~   |6.04     |5.57     |     ~   |     ~   |F6V                  | 103 |   0
4152|* alf01 Cru                        |*  |12 26 35.896 -63 05 56.73              |     ~   |1.10     |1.28     |     ~   |     ~   |B0.5IV               | 150 |   0
4153|V* LN Vir                          |EB*|13 14 31.2834703272 +11 19 53.963882148|9.03     |7.17     |5.67     |     ~   |     ~   |M0III                |  48 |   0
4154|HD 97576                           |*  |11 13 14.6852436648 -44 22 19.986043080|     ~   |7.378    |5.761    |     ~   |     ~   |K5/M0III             |  32 |   0
4155|HD 150745                          |*  |16 46 21.2258832984 -58 30 12.943454616|     ~   |5.618    |5.728    |     ~   |     ~   |B2III/IV             |  54 |   0
4156|HD 19845                           |*  |03 13 23.8723102200 +48 10 37.040462112|     ~   |6.915    |5.913    |     ~   |     ~   |K0III                |  80 |   0
4157|* 16 Aqr                           |*  |21 21 04.3193286096 -04 33 36.449496684|     ~   |6.777    |5.848    |     ~   |     ~   |G8III                |  25 |   0
4158|V* R CMa                           |SB*|07 19 28.1785241208 -16 23 42.895279824|6.09     |6.05     |5.70     |     ~   |     ~   |F2III/IV             | 287 |   0
4159|* lam And                          |RS*|23 37 33.8427800830 +46 27 29.344721109|5.54     |4.84     |3.82     |3.04     |2.47     |G8IVk                | 682 |   0
4160|* b01 Hya                          |*  |10 46 52.0546180704 -17 17 48.749722584|     ~   |5.53     |5.44     |     ~   |     ~   |A3V                  |  39 |   0
4161|* eta Cyg                          |*  |19 56 18.3718373206 +35 05 00.322387793|5.800    |4.910    |3.880    |3.19     |2.66     |K0III                | 287 |   0
4162|* 36 And                           |** |00 54 58.10609 +23 37 41.9799          |7.37     |6.46     |5.45     |4.67     |4.17     |K0IV(e)              | 190 |   0
4163|* u Her                            |SB*|17 17 19.5678148944 +33 06 00.368380044|3.87     |4.63     |4.80     |     ~   |     ~   |B2V                  | 240 |   1
4164|HD 102590A                         |PM*|11 48 38.709449 +14 17 03.14849        |     ~   |6.19     |5.94     |     ~   |     ~   |A8V                  |  13 |   0
4165|* 15 Ori                           |** |05 09 41.9571460296 +15 35 49.966969920|5.33     |5.14     |4.82     |4.50     |4.31     |F2IV                 | 118 |   0
4166|* ome Cap                          |V* |20 51 49.2905373888 -26 55 08.885443656|7.66     |5.75     |4.12     |2.87     |1.93     |M0IIIBa0.5           | 104 |   0
4167|* i Vel                            |*  |11 00 09.2642063477 -42 13 33.090390393|4.62     |4.50     |4.39     |4.26     |4.19     |A3V                  |  90 |   0
4168|HD 93833                           |*  |10 49 43.4917078212 -09 51 09.685878034|     ~   |6.917    |5.842    |     ~   |     ~   |K0III                |  28 |   0
4169|HD 56456                           |*  |07 14 38.1406186 -48 16 18.942036      |4.37     |4.66     |4.76     |4.77     |4.85     |B8/9V                |  52 |   0
4170|* 30 Per                           |SB*|03 17 47.3530021152 +44 01 30.081905148|5.07     |5.409    |5.476    |     ~   |     ~   |B8V                  |  96 |   0
4171|* 57 Cam                           |SB*|08 19 17.1600565608 +62 30 25.762427712|     ~   |6.624    |5.723    |     ~   |     ~   |G8III                |  43 |   0
4172|* del Ara                          |PM*|17 31 05.9135939049 -60 41 01.841838888|3.21     |3.52     |3.62     |     ~   |     ~   |B8Vn                 |  96 |   0
4173|* 8 Leo                            |*  |09 37 02.5815671544 +16 26 16.626538356|     ~   |6.950    |5.732    |     ~   |     ~   |K1III                |  36 |   0
4174|* ups01 Cnc                        |PM*|08 31 30.5194786872 +24 04 51.987730872|     ~   |6.003    |5.694    |     ~   |     ~   |F0IIIn               |  45 |   0
4175|HD 202103                          |** |21 15 45.8630571456 -53 15 47.119650948|     ~   |5.902    |5.719    |     ~   |     ~   |A3V(m)               |  45 |   0
4176|* g Eri                            |PM*|03 49 27.2462589689 -36 12 00.924271092|5.80     |5.12     |4.17     |3.46     |2.96     |G7III                |  81 |   0
4177|* mu.01 Lup                        |*  |15 18 32.028034 -47 52 31.05151        |     ~   |4.837    |4.945    |     ~   |     ~   |B7V                  |   3 |   0
4178|* tau06 Eri                        |PM*|03 46 50.8873186498 -23 14 59.002090709|     ~   |4.65     |4.20     |     ~   |     ~   |F5IV-V               | 197 |   0
4179|* p05 Leo                          |*  |11 13 45.5531027136 -00 04 10.208010072|     ~   |5.374    |5.404    |     ~   |     ~   |A0V                  |  78 |   0
4180|V* V336 Pup                        |a2*|08 02 44.7832446360 -41 18 35.371028736|     ~   |5.358    |5.497    |     ~   |     ~   |B9pSi                |  60 |   0
4181|HD 189684                          |** |19 59 20.4240504504 +45 46 21.149697252|     ~   |6.094    |5.933    |     ~   |     ~   |A5III                |  33 |   0
4182|* 21 Ori                           |PM*|05 19 11.2200948192 +02 35 44.879900712|     ~   |5.742    |5.325    |     ~   |     ~   |F5III-IV             |  71 |   0
4183|V* V918 Cen                        |LP*|11 47 19.1412363000 -57 41 47.402548440|     ~   |7.055    |5.407    |     ~   |     ~   |K5III                |  51 |   0
4184|* pi.02 Ori                        |*  |04 50 36.7224881321 +08 54 00.652210041|4.39     |4.36     |4.35     |4.29     |4.29     |A1Vn                 | 190 |   0
4185|* 79 Her                           |** |17 37 31.1072752104 +24 18 36.022777596|5.930    |5.900    |5.760    |     ~   |     ~   |A2Vn                 |  59 |   0
4186|* lam CrB                          |PM*|15 55 47.5872829824 +37 56 49.044936768|     ~   |5.770    |5.424    |     ~   |     ~   |F2IV-V               | 109 |   0
4187|HD 111295                          |PM*|12 48 26.2575347664 -27 35 50.581161564|     ~   |6.609    |5.658    |     ~   |     ~   |G8III                |  39 |   0
4188|* pi. Leo                          |V* |10 00 12.8060146393 +08 02 39.190724909|8.22     |6.30     |4.70     |3.27     |2.19     |M2-III               | 150 |   0
4189|HD 36881                           |SB*|05 35 13.2466726656 +10 14 24.278794332|5.66     |5.734    |5.638    |     ~   |     ~   |B9IIIp               |  69 |   0
4190|* b Vir                            |*  |11 59 56.9134992240 +03 39 18.736620984|     ~   |5.346    |5.345    |     ~   |5.34     |A0V                  |  71 |   0
4191|* 1 Aur                            |PM*|04 49 54.6381819807 +37 29 17.806689025|     ~   |6.312    |4.867    |     ~   |     ~   |K3+III               | 106 |   0
4192|* d Gem                            |*  |06 51 33.0463828992 +21 45 40.123048212|     ~   |5.264    |5.259    |     ~   |     ~   |A2V                  |  60 |   0
4193|* phi Eri                          |PM*|02 16 30.5860916570 -51 30 43.794586801|3.06     |3.45     |3.57     |3.64     |3.75     |B8IV                 | 156 |   0
4194|* zet Hor                          |SB*|02 40 39.6133475112 -54 32 59.682907572|     ~   |5.61     |5.21     |     ~   |     ~   |F6V                  |  66 |   0
4195|HD 77445                           |*  |09 02 44.8165987296 +07 17 53.763623772|     ~   |6.926    |5.831    |     ~   |     ~   |K3III:               |  41 |   0
4196|* zet Ori B                        |*  |05 40 45.571207 -01 56 35.58704        |     ~   |3.55     |3.73     |     ~   |     ~   |O9.5II-III(n)        | 175 |   0
4197|HD 152408                          |WR*|16 54 58.5051071856 -41 09 03.093075612|5.17     |5.92     |5.77     |7.00     |     ~   |O8Iape               | 380 |   0
4198|* 7 Tri                            |*  |02 15 56.2876024128 +33 21 32.032213884|     ~   |5.239    |5.249    |     ~   |     ~   |A0V                  |  61 |   0
